folio;depto;area;s01a_01;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;upm;estrato;factor
16513;6;1;1;1; ;4; ; ;2000;1; ;1;3; ;5; ;1; ;12;0;7;60;2;1;1;1;1;1;2;2;1;70;5; ;2; ;2; ;1;600;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;60;1;0;1;30;1;623-02609161112-A;13;175
16524;6;1;1;8;ASENTAMIENTO CON PAPELES EN TRAMITE; ; ; ;800;1; ;1;1; ;6; ;1; ;20;0;7;25;2;1;2;2;1;3;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;2;2;2; ;2;622-03358767530-A;12;127
16544;2;1;1;1; ;4; ; ;200;2; ;1;1; ;5; ;1; ;24;0;7;35;2;1;1;1;1;1;1; ;1;42;5; ;2; ;1;300;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;1;2; ;2;261-06136811436-A;11;190
16551;6;1;1;1; ;4; ; ;2000;1; ;1;3; ;6; ;2; ;18;0;7;45;2;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;28;3;2;1;45;1;623-02609161112-A;13;175
16562;7;1;1;1; ;4; ; ;2000;1; ;1;2; ;6; ;1; ;24;0;7;200;1;1;1;1;1;2;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;4;3;2; ;2;713-05243148494-A;13;486
16566;6;1;4;3; ; ; ;400; ;1; ;1;1; ;5; ;2; ;9;0;7;20;2;1;1;1;1;1;2;2;1;225;6; ;2; ;2; ;1;70;2; ; ;2; ;2; ;2; ;1;150;2; ; ;2;3; ;45;1;0;2; ;2;623-02609161112-A;13;175
16571;2;2;1;1; ;4; ; ;50;2; ;1;1; ;1; ;5; ; ; ; ;0;1;1;1;1;3; ;1; ;1;23;2; ;2; ;2; ;1;30;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;251-07147693844-D;21;854
16579;7;1;1;1; ;2; ; ;4900;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;1;2;1;1;1; ;1;300;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;3;3;2; ;2;713-05195590472-A;13;486
16588;3;1;1;1; ;4; ; ;2800;1; ;1;2; ;6; ;1; ;5;0;3;70;2;1;1;1;1;1;1; ;1;140;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;5;4;1;45;1;314-05243433676-A;14;248
16589;3;1;3;1; ;4; ; ;4200;1; ;1;2; ;6; ;1; ;4;0;2;40;2;1;1;1;1;1;1; ;1;60;6; ;1;1500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;3;2;1;35;2;314-05243433676-A;14;248
16590;3;1;1;3; ; ; ;2450; ;1; ;1;2; ;3; ;1; ;4;0;2;120;2;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;7;3;1;130;1;314-05243433676-A;14;248
16591;3;1;1;3; ; ; ;2450; ;1; ;1;2; ;6; ;1; ;4;0;1;120;2;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;7;3;1;0;1;314-05243433676-A;14;248
16600;9;2;1;1; ;4; ; ;400;5; ;2;4; ;1; ;3; ;8;0;4;0;1;1;1;1;2; ;1; ;1;32;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;4;3;2; ;2;943-10988222688-D;23;71
16601;9;2;1;1; ;4; ; ;300;5; ;2;1; ;2; ;3; ;12;0;7;0;1;1;1;1;2; ;1; ;1;0;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;943-10988222688-D;23;71
16602;9;2;1;7; ; ; ; ;500;5; ;2;1; ;5; ;3; ;6;0;7;0;1;1;1;1;2; ;1; ;2; ;2; ;1;80;2; ;2; ;1;REPARACION DE PUERTA;100;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;1;0;2; ;2;943-10988222688-D;23;71
16603;9;2;1;1; ;4; ; ;300;5; ;2;1; ;1; ;3; ;4;0;7;0;1;1;1;1;3; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;3;2;2; ;2;943-10988222688-D;23;71
16624;3;1;1;1; ;4; ; ;150;1; ;1;1; ;5; ;11; ; ; ; ;20;2;2;2;2;5; ; ; ;1;13;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;313-05191110666-A;13;214
16629;3;1;1;1; ;4; ; ;300;1; ;1;1; ;5; ;11; ; ; ; ;60;2;1;1;2;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;313-05191110666-A;13;214
16690;2;1;4;1; ;4; ; ;300;1; ;1;1; ;5; ;1; ;24;0;7;35;2;1;1;1;1;1;1; ;1;60;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;1;1;2; ;2;263-06116235961-A;13;221
16693;9;2;1;1; ;4; ; ;200;5; ;2;4; ;1; ;3; ;5;0;6;33;1;1;1;2;2; ;1; ;2; ;7;POR UN LUGAR DISTANTE DE LA COMUNIDAD;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;1;0;2; ;2;943-10988222688-D;23;71
16694;9;2;1;1; ;4; ; ;250;5; ;2;4; ;1; ;3; ;5;0;5;33;1;1;1;1;2; ;1; ;1;33;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;2;2;2; ;2;943-10988222688-D;23;71
16695;9;2;1;1; ;4; ; ;350;5; ;2;4; ;1; ;3; ;8;0;6;10;1;1;1;1;2; ;1; ;1;15;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;2;2; ;2;943-10988222688-D;23;71
16696;9;2;1;1; ;4; ; ;400;5; ;2;4; ;1; ;3; ;5;0;4;33;1;1;1;1;2; ;1; ;1;33;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;2;2; ;2;943-10988222688-D;23;71
16720;9;2;1;1; ;5;CEDIDO POR LA COMUNIDAD; ;500;5; ;2;4; ;1; ;3; ;8;0;7;0;1;1;1;1;2; ;1; ;1;37;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;2;1;2; ;2;943-10988222688-D;23;71
16721;9;2;1;1; ;4; ; ;500;3; ;2;4; ;1; ;3; ;12;0;7;0;1;1;1;1;2; ;1; ;1;32;2; ;1;400;1;500;1;100;2; ; ;2; ;1;300;2; ;2; ;2; ; ;1;1; ;0;3;1;2; ;2;943-10988222688-D;23;71
16722;9;2;1;1; ;5;CEDIDA POR LA COMUNIDAD; ;250;5; ;2;1; ;1; ;3; ;12;0;7;0;1;1;1;1;2; ;1; ;2; ;2; ;2; ;1;600;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;1;0;2; ;2;943-10988222688-D;23;71
16723;9;2;1;1; ;5;HERENCIA; ;200;5; ;2;1; ;2; ;3; ;12;0;7;0;1;1;1;1;2; ;1; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;3;2;2; ;2;943-10988222688-D;23;71
16751;2;1;1;2; ;4; ; ;300;1; ;1;1; ;5; ;2; ;24;0;7;7;1;1;1;1;2; ;1; ;1;25;6; ;1;1000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;11;3;1;2; ;2;262-06052700186-A;12;182
16755;2;1;1;1; ;4; ; ;250;1; ;1;1; ;5; ;2; ;24;0;7;10;2;1;1;1;2; ;1; ;1;18;6; ;1;400;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;1;2; ;2;263-06046071424-A;13;241
16756;2;1;4;1; ;5;CREDITO EN COTAS DEL BANCO; ;300;1; ;1;1; ;5; ;1; ;24;0;7;12;1;1;1;1;1;3;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;26;2;1;2; ;2;263-06046071424-A;13;241
16763;2;1;1;3; ; ; ;400; ;1; ;1;3; ;3; ;1; ;12;0;7;25;2;1;1;1;1;1;1; ;1;25;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;2;263-06101460835-A;13;221
16768;2;1;1;7; ; ; ; ;400;1; ;1;3; ;3; ;1; ;12;0;7;20;2;1;1;1;1;1;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;1;263-06101460835-A;13;221
16772;2;1;1;7; ; ; ; ;800;1; ;1;3; ;3; ;1; ;12;0;7;25;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;263-06101460835-A;13;221
16826;5;2;1;1; ;5;HERENCIA; ;100;2; ;2;4; ;1; ;9; ; ; ; ;0;1;2;2;2;5; ; ; ;1;15;2; ;1;1400;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;15;1;1;2; ;2;542-03472648188-D;22;701
16832;5;2;1;1; ;4; ; ;80;2; ;1;1; ;5; ;2; ;24;0;7; ;1;1;2;2;5; ; ; ;1;15;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;542-03472648188-D;22;701
16837;5;2;1;1; ;4; ; ;25;2; ;1;4; ;1; ;9; ; ; ; ;0;1;2;2;2;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;15;1;1;2; ;2;542-03472648188-D;22;701
16839;5;2;1;1; ;4; ; ;30;2; ;2;4; ;1; ;9; ; ; ; ; ;1;2;2;2;5; ; ; ;1;15;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;20;1;0;2; ;2;542-03472648188-D;22;701
16859;2;2;1;1; ;4; ; ;100;2; ;2;1; ;1; ;5; ; ; ; ;0;1;2;2;2;5; ; ; ;1;22;2; ;1;200;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ;0;2;1;2; ;2;251-07147693844-D;21;854
16862;2;2;1;1; ;4; ; ;50;2; ;1;1; ;5; ;6; ; ; ; ;0;1;1;2;2;5; ; ; ;1;17;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ;0;2;1;2; ;2;251-07147693844-D;21;854
16869;2;2;1;1; ;5;HERENCIA; ;50;2; ;1;1; ;5; ;12;DE CONVENIO DE TOVONCORI Y DE VERTIENTE DR RIO DE  LA COMUNIDAD YARECOA ALTO; ; ; ;0;1;1;2;2;5; ; ; ;1;12;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ;25;2;1;2; ;2;251-07147693844-D;21;854
16872;2;2;1;1; ;4; ; ;100;2; ;1;1; ;1; ;12;FILTRO CONVENIO CON TONCOCORI; ; ; ;0;1;1;2;1;2; ;1; ;1;16;2; ;1;150;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;3;2;2; ;2;251-07147693844-D;21;854
16876;7;1;1;1; ;2; ; ;3500;1; ;1;2; ;6; ;1; ;24;0;7;100;1;1;1;1;1;1;1; ;1;105;6; ;1;2000;2; ;2; ;1; ;3500;2; ;2; ;2; ;2; ;2; ; ;1;4; ;13;3;2;1;70;1;713-05195590472-A;13;486
16884;3;1;1;1; ;4; ; ;1500;1; ;1;2; ;6; ;1; ;2;0;3;150;2;1;1;1;1;1;1; ;1;160;6; ;1;3500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;5;3;1;35;1;314-05226207024-A;14;275
16885;4;1;1;7; ; ; ; ;200;1; ;1;1; ;5; ;2; ;3;0;7;40;2;1;2;1;1;1;2;2;1;42;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;30;1;0;2; ;2;413-00479261697-A;13;216
16889;4;1;1;1; ;4; ; ;250;1; ;1;1; ;5; ;2; ;3;0;7;40;2;1;1;1;1;1;2;2;1;42;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;2;2; ;2;413-00479261697-A;13;216
16890;4;1;1;1; ;4; ; ;200;2; ;1;1; ;3; ;2; ;4;0;7;34;2;1;1;1;1;1;1; ;1;65;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;26;1;1;2; ;2;413-00479261697-A;13;216
16891;4;1;1;1; ;4; ; ;300;1; ;1;3; ;3; ;2; ;3;0;7;20;2;1;1;1;1;1;2;3;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;2;2;2; ;2;413-00479261697-A;13;216
16908;6;1;1;3; ; ; ;600; ;1; ;1;3; ;5; ;1; ;24;0;7;70;2;1;1;1;1;1;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;2;2;2; ;2;622-03025369376-A;12;127
16914;2;2;1;7; ; ; ; ;50;2; ;2;1; ;1; ;6; ; ; ; ;0;1;1;1;2;3; ;1; ;1;30;2; ;1;7000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;40;6;5;2; ;2;251-07147693844-D;21;854
16924;2;2;1;1; ;4; ; ;50;2; ;2;1; ;1; ;8; ; ; ; ;0;1;1;2;2;5; ; ; ;1;14;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;251-07147693844-D;21;854
16927;2;2;1;1; ;4; ; ;50;2; ;1;1; ;1; ;8; ; ; ; ;0;1;1;2;1;2; ;1; ;1;12;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;2;2; ;2;251-07147693844-D;21;854
16930;2;2;1;1; ;4; ; ;50;2; ;2;1; ;1; ;8; ; ; ; ;0;1;1;2;2;5; ; ; ;1;15;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;0;1;1;2; ;2;251-07147693844-D;21;854
16937;2;1;4;1; ;4; ; ;200;2; ;1;1; ;5; ;1; ;24;0;7;20;1;1;1;1;1;1;1; ;1;37;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;1;1;2; ;2;263-06116235961-A;13;221
16945;3;1;1;3; ; ; ;1700; ;1; ;1;2; ;6; ;8; ; ; ; ;70;2;1;1;1;1;1;1; ;1;280;6; ;1;2200;1;300;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;3;2; ;2;314-05272819842-A;14;207
16946;3;1;1;2; ;5;PRESTAMO BANCARIO; ;1000;1; ;1;2; ;6; ;8; ; ; ; ;80;1;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;14;3;3;1;60;2;314-05272819842-A;14;207
16947;3;1;1;1; ;5;POR HERENCIA; ;1000;1; ;1;1; ;5; ;8; ; ; ; ;58;1;1;1;1;2; ;1; ;1;200;6; ;1;20000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;28;4;4;1;28;2;314-05272819842-A;14;207
16971;2;1;1;2; ;4; ; ;150;1; ;1;1; ;5; ;1; ;24;0;6;9;1;1;1;1;2; ;1; ;1;60;6; ;2; ;1;300;1;250;1;PUERTAS;1400;1;4000;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;2; ;2;261-06053788680-A;11;206
16976;2;1;1;2; ;4; ; ;150;1; ;1;1; ;5; ;2; ;24;0;5;28;1;1;1;1;2; ;2;2;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ; ;3;3;2; ;2;261-06053788680-A;11;206
16977;2;1;1;3; ; ; ;200; ;1; ;1;1; ;5; ;1; ;24;0;5;30;1;1;1;1;2; ;2;2;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;1;500;2; ;2; ; ;1;3; ;45;2;1;2; ;2;261-06053788680-A;11;206
16983;2;1;1;1; ;2; ; ;150;1; ;1;1; ;5; ;1; ;24;0;7;9;1;1;1;1;3; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;2;1;1;30;2;262-06052700186-A;12;182
16987;2;1;1;1; ;4; ; ;150;1; ;1;1; ;5; ;1; ;24;0;7;8;1;1;1;1;1;1;1; ;1;20;6; ;2; ;2; ;2; ;2; ; ;1;3000;2; ;2; ;1;600;2; ; ;1;4; ;8;3;3;2; ;2;262-06052700186-A;12;182
16991;2;1;1;1; ;2; ; ;300;1; ;2;1; ;5; ;2; ;24;0;7;8;1;1;1;1;3; ;1; ;1;75;7;LLEVA A LA RIEL DONDE AMONTONAN LOS DE LA ZONA;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;1;1;1;40;2;262-06052700186-A;12;182
16995;2;1;1;3; ; ; ;150; ;2; ;1;1; ;5; ;2; ;24;0;7;6;1;1;1;1;2; ;1; ;1;25;6; ;1;600;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;9;3;2;2; ;2;263-06046071424-A;13;241
16996;2;1;1;7; ; ; ; ;250;1; ;1;1; ;5; ;2; ;24;0;7;8;1;1;1;1;1;1;1; ;1;18;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;1;2; ;2;263-06046071424-A;13;241
16997;2;1;1;3; ; ; ;250; ;1; ;1;1; ;5; ;2; ;24;0;7;7;1;1;1;1;2; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;1;2; ;2;263-06046071424-A;13;241
17003;2;1;1;1; ;4; ; ;300;1; ;1;1; ;5; ;1; ;24;0;7;30;1;1;1;1;1;1;1; ;1;70;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;5;3;2; ;2;263-06116235961-A;13;221
17012;2;1;1;1; ;4; ; ;100;2; ;1;1; ;2; ;1; ;24;0;7;18;1;1;2;1;1;1;2;2;1;120;5; ;2; ;2; ;2; ;2; ; ;1;3000;2; ;2; ;2; ;2; ; ;1;4; ;8;4;4;2; ;2;262-06120693116-A;12;182
17028;8;1;1;3; ; ; ;450; ;1; ;1;1; ;5; ;1; ;2;0;7;20;2;2;2;2;1;1;1; ;1;50;6; ;1;50;2; ;1;10;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;823-11068570515-A;13;243
17030;6;1;1;3; ; ; ;1400; ;1; ;2;3; ;6; ;2; ;13;0;7;85;1;1;1;1;1;1;1; ;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;35;2;2;1;40;2;623-02609161112-A;13;175
17035;7;1;1;1; ;4; ; ;2100;1; ;1;2; ;6; ;1; ;24;0;7;150;2;1;1;1;1;1;1; ;1;200;6; ;1;500;1;1000;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;3;3;2; ;2;713-05195590472-A;13;486
17044;6;1;4;6; ; ; ; ;500;1; ;1;3; ;6; ;2; ;24;0;7;0;2;1;1;1;1;1;1; ;1;0;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;1;624-03360064441-A;14;191
17047;8;1;1;3; ; ; ;1000; ;1; ;1;2; ;5; ;1; ;24;0;7;28;1;1;1;1;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;824-01106014787-A;14;316
17050;8;1;4;6; ; ; ; ;400;1; ;1;2; ;5; ;1; ;24;0;7;130;1;1;1;1;1;2;2;2;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;824-01106014787-A;14;316
17054;8;1;1;1; ;5;HERENCIA; ;4000;1; ;1;1; ;5; ;12;PISINA SAN FRANCISCO; ; ; ;80;1;1;1;1;1;1;1; ;1;430;6; ;2; ;1;900;1;1500;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;3;2; ;2;823-11068570515-A;13;243
17058;6;1;1;1; ;4; ; ;1000;1; ;1;1; ;6; ;1; ;24;0;7;80;2;1;1;1;1;1;1; ;1;70;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;40;4;2;2; ;2;623-03024961036-A;13;175
17078;8;1;1;3; ; ; ;400; ;1; ;1;1; ;7; ;1; ;2;0;7;50;2;2;2;2;1;1;2;2;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;1;2; ;2;823-11068570515-A;13;243
17111;6;1;1;3; ; ; ;2600; ;1; ;1;1; ;6; ;1; ;12;0;7;90;2;1;2;1;1;1;1; ;1;180;6; ;2; ;2; ;1;200;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;3;3;2; ;2;624-03360064441-A;14;191
17164;6;1;4;3; ; ; ;600; ;1; ;1;1; ;6; ;1; ;24;0;7;30;2;1;1;1;1;1;1; ;1;55;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;0;2; ;2;622-03025369376-A;12;127
17194;8;1;1;1; ;4; ; ;1000;5; ;2;1; ;1; ;1; ;3;0;7;150;2;1;1;1;3; ;1; ;1;200;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;3;3;2; ;1;823-11068570515-A;13;243
17202;8;1;4;6; ; ; ; ;300;1; ;1;2; ;5; ;1; ;24;0;7;120;1;1;1;1;1;2;2;2;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;824-01106014787-A;14;316
17222;6;1;1;2; ;1; ; ;1500;1; ;1;3; ;6; ;1; ;24;0;7;45;2;1;1;1;1;1;1; ;1;90;6; ;1;1800;2; ;2; ;2; ; ;2; ;2; ;2; ;1;250;2; ; ;1;3; ;35;1;1;2; ;2;623-03024961036-A;13;175
17228;6;1;4;3; ; ; ;400; ;1; ;1;3; ;6; ;2; ;24;0;7;53;2;1;1;1;1;1;1; ;1;89;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;22;1;0;2; ;2;622-03025369376-A;12;127
17233;2;1;1;1; ;4; ; ;500;1; ;1;1; ;5; ;1; ;24;0;7;25;2;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;4;1;2; ;2;263-06116235961-A;13;221
17236;2;1;1;1; ;4; ; ;350;1; ;1;1; ;1; ;1; ;24;0;7;18;1;1;1;1;1;1;1; ;1;50;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;1;2; ;2;263-06116235961-A;13;221
17240;3;1;1;1; ;4; ; ;1000;2; ;1;2; ;6; ;1; ;4;0;6;100;2;1;1;1;1;1;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;2;1;1;80;2;314-05272819842-A;14;207
17245;3;1;3;1; ;4; ; ;1400;1; ;1;1; ;6; ;1; ;24;0;7;150;2;1;1;1;1;1;1; ;1;350;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;3;1;80;1;314-05272819842-A;14;207
17246;3;1;3;1; ;4; ; ;1000;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;1;1;1;1;1; ;1;400;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;4;4;1;80;2;314-05272819842-A;14;207
17247;3;1;1;2; ;4; ; ;1500;1; ;1;2; ;6; ;1; ;5;0;7;50;2;1;1;1;1;1;1; ;1;280;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;52;5;4;1;80;1;314-05272819842-A;14;207
17265;2;1;4;1; ;4; ; ;500;2; ;1;1; ;5; ;2; ;24;0;7;12;1;1;1;1;1;1;1; ;1;45;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;44;2;1;2; ;2;262-06143871567-A;12;198
17274;2;1;4;7; ; ; ; ;600;1; ;1;1; ;5; ;2; ;24;0;7;18;1;1;1;1;1;1;1; ;1;28;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;2;1;2; ;2;262-06143871567-A;12;198
17280;2;1;4;1; ;2; ; ;500;2; ;1;1; ;5; ;1; ;24;0;7;18;1;1;1;1;1;1;1; ;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;11;3;1;2; ;2;262-06143871567-A;12;198
17283;2;1;1;1; ;2; ; ;350;2; ;1;1; ;3; ;1; ;24;0;7;25;1;1;1;1;1;1;1; ;1;32;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;30;2; ; ;1;4; ;21;5;1;2; ;2;262-06143871567-A;12;198
17289;2;1;1;1; ;4; ; ;1500;1; ;1;1; ;5; ;1; ;24;0;7;25;1;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;4;3;2; ;2;263-06146593977-A;13;221
